0,98
1,81
2,91
3,115
4,163
5,203
6,114
7,200
8,180
9,174
10,161
11,179
12,109
13,79
14,79
15,152
16,226
17,102
18,118
19,114
20,247
21,243
22,170
23,181
24,130
25,142
26,148
27,151
28,95
29,100
30,113
31,82
32,98
33,123
34,123
35,114
36,106
37,115
38,136
39,142
40,127
41,109
42,58
43,98
44,54
45,0
46,1
47,22
48,33
49,251
50,254
51,248
52,236
53,11
54,7
55,3
56,31
57,31
58,78
59,50
60,91
61,36
62,59
63,120
64,30
65,39
66,243
67,225
68,245
69,248
70,214
71,223
72,224
73,241
74,229
75,231
76,206
77,221
78,208
79,207
80,164
81,204
82,225
83,214
84,237
85,231
86,0
87,22
88,58
89,74
90,84
91,76
92,71
93,131
94,154
95,157
96,241
97,7
98,35
99,114
100,162
101,159
102,210
103,9
104,42
105,42
106,143
107,229
108,221
109,214
110,64
111,71
112,122
113,176
114,199
115,175
116,19
117,67
118,134
119,134
120,173
121,225
122,221
123,241
124,34
125,72
126,159
127,125
128,193
129,197
130,153
131,204
132,98
133,46
134,151
135,150
136,56
137,22
138,170
139,145
140,96
141,173
142,128
143,221
144,76
145,18
146,151
147,49
148,85
149,152
150,161
151,126
152,130
153,96
154,204
155,181
156,209
157,71
158,237
159,55
160,184
161,18
162,34
163,15
164,153
165,124
166,149
167,115
168,212
169,57
170,87
171,238
172,203
173,77
174,31
175,42
176,14
177,138
178,136
179,113
180,163
181,188
182,87
183,82
184,215
185,150
186,46
187,147
188,12
189,72
190,126
191,16
192,238
193,207
194,203
195,180
196,150
197,153
198,133
199,104
200,113
201,90
202,92
203,89
204,88
205,81
206,76
207,72
208,57
209,64
210,49
211,56
212,49
213,61
214,61
215,68
216,57
217,53
218,51
219,41
220,61
221,56
222,51
223,64
224,36
225,48
226,49
227,34
228,49
229,39
230,54
231,46
232,57
233,45
234,57
235,61
236,68
237,52
238,68
239,44
240,47
241,45
242,55
243,28
244,29
245,25
246,11
247,20
248,24
249,29
250,25
251,26
252,15
253,10
254,12
255,24
