0,2955
1,2315
2,1658
3,266
4,272
5,271
6,276
7,279
8,284
9,291
10,301
11,306
12,309
13,315
14,314
15,315
16,316
17,319
18,316
19,319
20,316
21,317
22,315
23,321
24,322
25,329
26,337
27,349
28,360
29,371
30,374
31,371
32,368
33,362
34,367
35,371
36,380
37,382
38,383
39,379
40,377
41,376
42,372
43,373
44,379
45,390
46,400
47,411
48,419
49,426
50,432
51,432
52,423
53,413
54,406
55,402
56,404
57,405
58,406
59,405
60,409
61,411
62,407
63,407
64,406
65,410
66,414
67,419
68,411
69,405
70,394
71,390
72,386
73,394
74,401
75,410
76,411
77,411
78,412
79,410
80,404
81,397
82,391
83,389
84,391
85,394
86,389
87,380
88,368
89,359
90,353
91,363
92,372
93,381
94,377
95,373
96,369
97,366
98,366
99,359
100,352
101,342
102,345
103,346
104,348
105,342
106,339
107,329
108,329
109,325
110,322
111,313
112,310
113,303
114,300
115,299
116,296
117,295
118,289
119,281
120,271
121,268
122,266
123,268
124,264
125,259
126,252
127,252
128,247
129,247
130,242
131,242
132,237
133,232
134,226
135,222
136,223
137,225
138,221
139,215
140,206
141,204
142,197
143,194
144,187
145,183
146,181
147,183
148,183
149,178
150,179
151,177
152,174
153,169
154,161
155,152
156,148
157,147
158,144
159,138
160,129
161,125
162,123
163,127
164,126
165,123
166,117
167,113
168,112
169,114
170,114
171,110
172,108
173,103
174,100
175,98
176,94
177,87
178,82
179,75
180,76
181,77
182,79
183,75
184,74
185,69
186,67
187,65
188,63
189,60
190,59
191,56
192,54
193,53
194,55
195,53
196,51
197,46
198,44
199,42
200,43
201,43
202,40
203,37
204,35
205,33
206,30
207,29
208,28
209,28
210,25
211,24
212,24
213,24
214,23
215,22
216,20
217,18
218,18
219,16
220,15
221,15
222,15
223,15
224,14
225,13
226,12
227,11
228,10
229,9
230,8
231,8
232,9
233,9
234,8
235,7
236,6
237,5
238,6
239,7
240,7
241,6
242,6
243,6
244,6
245,6
246,5
247,4
248,3
249,3
250,2
251,2
252,2
253,6
254,8
255,10
