0,679,6686,3710
1,30,168,110
2,28,184,119
3,28,181,124
4,21,169,128
5,28,172,137
6,33,174,143
7,39,170,114
8,35,184,167
9,34,202,141
10,28,183,153
11,45,191,179
12,38,200,178
13,33,193,159
14,38,190,183
15,41,203,177
16,42,198,173
17,29,198,175
18,36,200,196
19,46,237,202
20,44,194,173
21,44,215,192
22,44,187,187
23,49,203,203
24,38,220,190
25,53,223,187
26,70,235,181
27,45,240,204
28,57,232,209
29,63,240,233
30,60,258,223
31,54,250,205
32,65,242,239
33,72,220,230
34,53,241,228
35,57,247,215
36,60,277,277
37,68,252,243
38,69,255,253
39,64,273,247
40,88,274,251
41,87,277,235
42,80,287,266
43,72,242,278
44,62,257,271
45,81,280,262
46,94,303,287
47,76,261,271
48,85,316,263
49,73,328,300
50,88,317,295
51,88,296,296
52,90,308,310
53,92,313,313
54,82,272,282
55,80,294,292
56,102,324,303
57,114,283,309
58,107,305,339
59,104,303,332
60,109,289,296
61,113,325,328
62,102,300,326
63,95,309,350
64,113,291,314
65,130,303,361
66,122,337,368
67,120,328,326
68,147,308,345
69,116,347,325
70,130,306,365
71,123,291,346
72,157,304,346
73,138,317,359
74,141,309,339
75,110,304,379
76,127,331,412
77,132,344,366
78,122,328,378
79,137,331,393
80,153,352,386
81,155,316,390
82,149,316,332
83,154,337,394
84,127,327,392
85,156,325,378
86,177,334,386
87,163,364,396
88,163,356,347
89,171,329,369
90,158,303,347
91,183,339,380
92,175,345,401
93,173,376,381
94,169,361,405
95,182,300,385
96,157,320,372
97,206,355,375
98,190,326,399
99,193,326,375
100,197,356,366
101,164,320,399
102,211,326,378
103,207,351,359
104,193,336,426
105,231,333,382
106,210,332,387
107,199,341,355
108,174,315,400
109,216,292,376
110,192,355,395
111,238,320,400
112,217,327,391
113,207,345,420
114,188,320,403
115,242,325,374
116,210,309,349
117,228,315,399
118,233,334,399
119,219,326,384
120,225,264,379
121,230,300,387
122,246,294,392
123,244,329,366
124,242,277,386
125,238,327,358
126,233,321,344
127,274,292,361
128,278,317,344
129,247,295,383
130,266,282,345
131,255,308,357
132,286,308,348
133,273,298,357
134,264,276,343
135,272,295,357
136,263,302,333
137,274,309,348
138,309,275,352
139,258,293,321
140,295,254,329
141,275,256,314
142,320,285,334
143,306,254,350
144,319,290,306
145,270,277,314
146,286,261,334
147,287,266,332
148,304,271,316
149,296,239,307
150,339,289,292
151,317,264,286
152,306,277,313
153,268,230,304
154,307,260,279
155,338,249,284
156,326,270,269
157,304,219,275
158,330,249,269
159,269,237,275
160,285,205,256
161,339,216,276
162,304,217,255
163,319,254,265
164,308,222,247
165,336,227,254
166,325,203,269
167,318,209,210
168,344,209,211
169,318,224,237
170,325,212,250
171,363,215,215
172,342,208,227
173,328,214,213
174,384,181,231
175,344,217,226
176,320,229,235
177,332,214,216
178,335,186,210
179,311,193,193
180,328,199,172
181,342,177,184
182,355,194,200
183,352,196,198
184,325,171,163
185,317,195,176
186,364,184,189
187,368,168,179
188,352,162,166
189,342,202,152
190,328,174,154
191,327,163,176
192,334,155,154
193,355,151,157
194,328,149,155
195,351,156,147
196,371,164,165
197,364,155,129
198,358,138,144
199,342,149,137
200,339,142,143
201,335,133,149
202,357,145,131
203,389,140,131
204,371,130,140
205,294,135,118
206,319,116,111
207,336,133,117
208,327,125,102
209,369,129,118
210,344,104,116
211,341,135,113
212,362,108,111
213,348,117,122
214,332,99,131
215,342,109,92
216,296,126,102
217,334,105,93
218,314,94,96
219,364,92,97
220,311,95,101
221,310,110,81
222,322,111,89
223,316,81,73
224,329,88,89
225,316,86,71
226,311,85,77
227,272,81,57
228,271,92,77
229,302,93,61
230,302,73,60
231,306,64,70
232,270,69,68
233,267,82,62
234,287,69,60
235,316,70,60
236,276,82,54
237,252,81,43
238,292,79,49
239,251,73,49
240,271,64,59
241,249,60,48
242,242,63,41
243,263,65,53
244,260,51,55
245,241,52,56
246,235,47,55
247,267,50,43
248,229,54,37
249,253,51,43
250,218,53,33
251,224,59,29
252,231,61,32
253,241,45,38
254,204,43,30
255,10275,1407,868
