0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,78
41,80
42,115
43,174
44,251
45,282
46,399
47,460
48,521
49,587
50,532
51,543
52,616
53,547
54,535
55,482
56,483
57,464
58,427
59,401
60,360
61,373
62,325
63,345
64,327
65,358
66,332
67,336
68,327
69,341
70,359
71,350
72,340
73,349
74,335
75,370
76,343
77,382
78,376
79,369
80,372
81,360
82,383
83,414
84,391
85,403
86,467
87,424
88,449
89,521
90,491
91,508
92,543
93,677
94,714
95,827
96,854
97,926
98,1110
99,1150
100,1248
101,1307
102,1331
103,1389
104,1419
105,1382
106,1330
107,1281
108,1203
109,1122
110,1008
111,876
112,762
113,724
114,636
115,547
116,494
117,435
118,363
119,348
120,293
121,267
122,245
123,221
124,203
125,200
126,218
127,171
128,192
129,145
130,159
131,157
132,164
133,135
134,172
135,161
136,170
137,170
138,163
139,147
140,147
141,147
142,143
143,136
144,164
145,146
146,134
147,140
148,155
149,179
150,170
151,148
152,154
153,150
154,166
155,155
156,162
157,141
158,155
159,136
160,143
161,143
162,154
163,163
164,150
165,175
166,165
167,177
168,172
169,179
170,225
171,208
172,260
173,272
174,261
175,287
176,288
177,340
178,344
179,374
180,410
181,392
182,414
183,422
184,448
185,492
186,512
187,495
188,484
189,487
190,445
191,424
192,423
193,370
194,354
195,367
196,317
197,182
198,215
199,141
200,136
201,72
202,79
203,15
204,16
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
